OBJECTID,the_geom,GEOID,STATE,COUNTY,TRACT,BASENAME,NAME,MTFCC,LSADC,FUNCSTAT,AREALAND,AREAWATER,CENTLAT,CENTLON,INTPTLAT,INTPTLON,OID
38998,"MULTIPOLYGON (((-121.873895000064 38.000222999725, -121.872961000103 38.002784000252, -121.870384000353 38.009485999955, -121.869000999956 38.010974999866, -121.866938999866 38.011835000177, -121.859939000185 38.010134999946, -121.855551000415 38.009244999715, -121.856512999965 38.006481999673, -121.856630000141 38.005249999701, -121.856326000367 38.00158400027, -121.856031999741 37.998000000003, -121.860848999856 37.998001999824, -121.873962999836 37.997971000108, -121.873895000064 38.000222999725)))",06013313102,06,013,313102,3131.02,Census Tract 3131.02,G5020,CT,S,1949097,27064,+38.0040618,-121.8644819,+38.0054139,-121.8636983,20790146182777
54568,"MULTIPOLYGON (((-121.875315000271 37.250817000193, -121.874506999809 37.250839000226, -121.87016699972 37.250475000287, -121.866549999703 37.250410000215, -121.858876000353 37.250357999831, -121.854425999761 37.250314999844, -121.855560999563 37.247120000337, -121.855891000174 37.246193999899, -121.85794099967 37.240472000046, -121.860267000248 37.242261000284, -121.86239700011 37.241656000042, -121.86346400014 37.241686000156, -121.866250000128 37.242338999931, -121.867378000257 37.242606000258, -121.870037000023 37.243253000032, -121.870913000257 37.2433069998, -121.871400000329 37.24327200018, -121.874926000109 37.242606000258, -121.874793999864 37.243756999705, -121.874669000191 37.244712999679, -121.875315000271 37.250817000193)))",06085512052,06,085,512052,5120.52,Census Tract 5120.52,G5020,CT,S,1471610,64209,+37.2464865,-121.8651108,+37.2484034,-121.8645577,20790154320047
14390,"MULTIPOLYGON (((-122.282739999944 37.803675000145, -122.280964999909 37.808301000284, -122.278677999689 37.807283999822, -122.277121999937 37.806707000184, -122.275978999739 37.806222000087, -122.279563999969 37.800449000015, -122.279686999992 37.800255999794, -122.283321999552 37.801699999824, -122.282739999944 37.803675000145)))",06001402600,06,001,402600,4026,Census Tract 4026,G5020,CT,S,318842,0,+37.8042815,-122.2799436,+37.8042701,-122.2799551,20790141323911
39676,"MULTIPOLYGON (((-122.002222000109 37.968030000015, -121.995831999625 37.973431000296, -121.994953999741 37.974134999881, -121.989426000146 37.970008999907, -121.983536999978 37.97495499977, -121.981602999935 37.976617999733, -121.977638999589 37.973710999845, -121.975476000115 37.975528999835, -121.970022999965 37.971741999752, -121.971570000394 37.970461000307, -121.973085999963 37.969163999852, -121.982693000429 37.96120999983, -121.986809000213 37.962684999732, -121.991484000038 37.964378999787, -121.992637000281 37.964793999815, -121.994379999631 37.965436000072, -121.997446000001 37.966544999978, -122.002222000109 37.968030000015)))",06013333200,06,013,333200,3332,Census Tract 3332,G5020,CT,S,2376477,0,+37.9689940,-121.9851382,+37.9689851,-121.9851313,20790146183435
71456,"MULTIPOLYGON (((-122.232475999811 37.482416999722, -122.231402000109 37.48336599988, -122.227073999715 37.4802489999, -122.226133999906 37.484162000015, -122.225542000253 37.483958999993, -122.219182999731 37.481113000355, -122.215886000281 37.479646000064, -122.217124000015 37.477859999936, -122.217246000213 37.477544999794, -122.217640000399 37.47709399994, -122.220520999923 37.478912999899, -122.221776000274 37.476150999812, -122.222244999904 37.476635000004, -122.222577000165 37.475734000354, -122.224661999821 37.474907000331, -122.225773000231 37.475786999711, -122.224763000103 37.476587000137, -122.228672000197 37.479663000008, -122.231578999661 37.481772999695, -122.232475999811 37.482416999722)))",06081610203,06,081,610203,6102.03,Census Tract 6102.03,G5020,CT,S,599393,0,+37.4797782,-122.2236321,+37.4797379,-122.2236005,20790351433822
43846,"MULTIPOLYGON (((-122.130024000447 37.696938999775, -122.129440000291 37.697459999747, -122.128508999805 37.698119999673, -122.128359000017 37.69820000004, -122.125788000114 37.699807000292, -122.123757999812 37.701689000233, -122.123695000062 37.701926000108, -122.124558999703 37.702507000195, -122.127095000344 37.704303999769, -122.129284999582 37.705855000066, -122.124802000275 37.709334000312, -122.124259000127 37.709833000253, -122.12255100004 37.708532999981, -122.120936999664 37.707317999889, -122.116646999803 37.705303000042, -122.117229000309 37.703558999981, -122.120913000273 37.699979000046, -122.118867999901 37.698542000068, -122.119021000062 37.69199100001, -122.119031000108 37.691617000068, -122.118945999719 37.690314999837, -122.118944000069 37.689459999682, -122.12715300007 37.690719000259, -122.127784999907 37.690764999812, -122.128144999757 37.691059999791, -122.12972999982 37.692463000282, -122.129882999981 37.692595999833, -122.130061000257 37.692755000169, -122.130024000447 37.696938999775)))",06001433800,06,001,433800,4338,Census Tract 4338,G5020,CT,S,1600707,0,+37.6988228,-122.1235038,+37.6988143,-122.1234820,20790141323978
28967,"MULTIPOLYGON (((-122.434401000005 37.736199000166, -122.434697000281 37.73725600029, -122.432442999672 37.73587900029, -122.431348999878 37.736618000302, -122.428726000097 37.738325999863, -122.431758999957 37.739803000264, -122.430741000331 37.740423999687, -122.430887999746 37.741833000298, -122.42336099981 37.742289999945, -122.424257999961 37.739934999884, -122.424269999657 37.739866000145, -122.424724000116 37.738430999834, -122.425285999633 37.737639999796, -122.426721999734 37.73637200026, -122.428572999936 37.735081999675, -122.429391000444 37.734635999968, -122.432421999756 37.733175999855, -122.433103999821 37.733419000349, -122.43582500041 37.733923999739, -122.434401000005 37.736199000166)))",06075021800,06,075,021800,218,Census Tract 218,G5020,CT,S,500951,0,+37.7379877,-122.4290380,+37.7379539,-122.4290970,20790355757218
15468,"MULTIPOLYGON (((-122.15115099971 37.716942000054, -122.151637999782 37.717692000095, -122.147968000062 37.719210999735, -122.148635999884 37.719697999694, -122.145079999967 37.720681999805, -122.143934000295 37.718153999974, -122.141060000443 37.716023999783, -122.138600999795 37.714242000145, -122.139752000389 37.713202999687, -122.140029000398 37.713388999939, -122.146793000077 37.707868999886, -122.147152000103 37.707695000068, -122.155592999907 37.715082000333, -122.15115099971 37.716942000054)))",06001433104,06,001,433104,4331.04,Census Tract 4331.04,G5020,CT,S,1053444,0,+37.7143086,-122.1469726,+37.7142641,-122.1469937,207903717158737
57378,"MULTIPOLYGON (((-122.426136999753 37.763035999673, -122.421732000264 37.763300000309, -122.421578000278 37.761700999774, -122.421425000117 37.760101000232, -122.421117999971 37.756902000298, -122.420963999985 37.755294999837, -122.42538400044 37.755034999824, -122.42553199968 37.756636000271, -122.425684999841 37.758232000288, -122.425836000352 37.759835000345, -122.426136999753 37.763035999673)))",06075020700,06,075,020700,207,Census Tract 207,G5020,CT,S,347105,0,+37.7591646,-122.4235535,+37.7591679,-122.4235530,20790355747395
51685,"MULTIPOLYGON (((-122.08595599973 37.609107000205, -122.08390500041 37.609872000118, -122.080259000081 37.611531000181, -122.077931999678 37.613476000148, -122.071662999568 37.613283999654, -122.071450000031 37.613278000164, -122.066606999976 37.613142999776, -122.06651599974 37.612853000091, -122.06853900037 37.60568300027, -122.066124999927 37.605180999714, -122.065494999741 37.604910999899, -122.061051999719 37.59868799997, -122.06700500036 37.598013999825, -122.070969999632 37.596947999762, -122.072337000136 37.596524000352, -122.074039000375 37.596463999743, -122.074482000066 37.596913999925, -122.082240999805 37.603712999787, -122.087428999641 37.608192999914, -122.08595599973 37.609107000205)))",06001440333,06,001,440333,4403.33,Census Tract 4403.33,G5020,CT,S,2512792,0,+37.6053230,-122.0738247,+37.6053370,-122.0738118,207903717158751
71738,"MULTIPOLYGON (((-122.306822999973 37.923897999784, -122.304291000428 37.924858000347, -122.302449000446 37.927039000262, -122.304113999978 37.928262999767, -122.304343000307 37.929734000272, -122.306089000029 37.929614999678, -122.306812999927 37.93227899967, -122.301836999803 37.932939999907, -122.29840599956 37.933222000256, -122.29662800005 37.93236000009, -122.295207000018 37.931384000066, -122.292237999732 37.930689000216, -122.290640000148 37.929245000252, -122.291799000239 37.927256000092, -122.289645000088 37.925306999892, -122.286700000092 37.92425399984, -122.281206999759 37.918696999813, -122.282551999623 37.91890300028, -122.284704999949 37.917373000331, -122.286547999756 37.919287000312, -122.290372000359 37.918643000139, -122.293958000413 37.918021000034, -122.295016000222 37.917218000036, -122.295926999718 37.916922999875, -122.299248000357 37.915431000221, -122.302317000202 37.91983299994, -122.304220000283 37.922542000124, -122.305823999715 37.922690000004, -122.306822999973 37.923897999784)))",06013385100,06,013,385100,3851,Census Tract 3851,G5020,CT,S,2333952,0,+37.9243965,-122.2960616,+37.9243915,-122.2960746,20790146186604
22804,"MULTIPOLYGON (((-122.769578000314 38.439946999785, -122.769553000199 38.441825999951, -122.769271000167 38.443324000015, -122.769605999903 38.443830999903, -122.769614000299 38.44532099966, -122.769399000214 38.44730399983, -122.769559000047 38.448438000047, -122.769624000344 38.452543999651, -122.760109999764 38.452621000306, -122.75132199963 38.45258299982, -122.75131099976 38.44961600032, -122.751289000018 38.44523499968, -122.750791000076 38.443553000013, -122.744622000424 38.440372000051, -122.743557000044 38.439789000137, -122.742977000085 38.438423000193, -122.742839999818 38.437327000328, -122.749093999859 38.437019000196, -122.75027899989 38.436359000313, -122.749096000407 38.435518999668, -122.749653999726 38.43495600019, -122.753054000007 38.435431000174, -122.752560000263 38.431547999812, -122.75751700012 38.431568000271, -122.759910999573 38.433261999695, -122.759496000369 38.435544999817, -122.758140999561 38.436968000122, -122.761417999818 38.437980000056, -122.766910000327 38.43805799993, -122.770296000364 38.438017999789, -122.769578000314 38.439946999785)))",06097153006,06,097,153006,1530.06,Census Tract 1530.06,G5020,CT,S,3406973,0,+38.4432617,-122.7583914,+38.4432935,-122.7584148,20790691225824
12175,"MULTIPOLYGON (((-122.29074300008 37.771088000235, -122.291087999862 37.77647800033, -122.289033000343 37.776411000043, -122.288060999849 37.77638200008, -122.285206000264 37.776284999975, -122.282318000169 37.775316000186, -122.280850000281 37.775247999811, -122.276796000422 37.77513399969, -122.276849000126 37.771383999729, -122.278362000219 37.771424000126, -122.278489000441 37.768357999825, -122.27993100039 37.768179000186, -122.279871788836 37.767585196215, -122.283069999657 37.763857000089, -122.289012000427 37.76460799992, -122.288774999702 37.768741999855, -122.291427465123 37.769327898902, -122.29074300008 37.771088000235)))",06001427700,06,001,427700,4277,Census Tract 4277,G5020,CT,S,999309,710016,+37.7708126,-122.2845185,+37.7681553,-122.2868948,20790141323848
43444,"MULTIPOLYGON (((-121.786334000363 37.998151999728, -121.769235000122 37.995209000289, -121.759671000211 37.993487000296, -121.756220999701 37.992208999829, -121.750497000288 37.988553999918, -121.743618999907 37.983103000126, -121.748944999836 37.983058000301, -121.751035000413 37.981776000307, -121.7538249997 37.982095000267, -121.760499999691 37.979846999858, -121.764879000139 37.982179000312, -121.766074000215 37.981687999976, -121.769240000144 37.983088000187, -121.770344999809 37.983230999713, -121.773231000254 37.983212999817, -121.774886999565 37.983453000182, -121.784591999941 37.99016199981, -121.783900999655 37.992935999703, -121.784728000383 37.994870999828, -121.786334000363 37.998151999728)))",06013308002,06,013,308002,3080.02,Census Tract 3080.02,G5020,CT,S,3938500,0,+37.9886844,-121.7667053,+37.9886863,-121.7667061,20790146182711
63067,"MULTIPOLYGON (((-121.86239700011 37.241656000042, -121.860267000248 37.242261000284, -121.85794099967 37.240472000046, -121.855891000174 37.246193999899, -121.855560999563 37.247120000337, -121.854425999761 37.250314999844, -121.849509000086 37.250512000149, -121.846752000411 37.250573000114, -121.846773000327 37.249968000098, -121.849160000107 37.243297999961, -121.850801000247 37.238782000202, -121.851127999587 37.237301000227, -121.852889000276 37.236920999864, -121.853871999742 37.237160999789, -121.859786999849 37.238528000272, -121.862722999625 37.240048999811, -121.86239700011 37.241656000042)))",06085512053,06,085,512053,5120.53,Census Tract 5120.53,G5020,CT,S,1092624,0,+37.2435881,-121.8535233,+37.2436327,-121.8534640,207903940554561
47459,"MULTIPOLYGON (((-122.086488999833 37.933277000291, -122.082846999702 37.934036000256, -122.08173600019 37.935469000107, -122.081989999735 37.940850999691, -122.082115000307 37.94347400032, -122.077011999961 37.943497999711, -122.073004999957 37.943485999662, -122.069396000337 37.943481999882, -122.063958000256 37.943486999961, -122.063934999791 37.938521000062, -122.060178000033 37.938031999688, -122.060051999636 37.933319000264, -122.060084000322 37.931694999884, -122.060193000102 37.931696000344, -122.060742000098 37.931719000287, -122.061532000118 37.93232799983, -122.070234000038 37.933390000131, -122.073498999702 37.93339899981, -122.073517999968 37.928698999647, -122.073517000144 37.928181999794, -122.073507999923 37.926335999718, -122.07827300016 37.926281000159, -122.085856999996 37.926147999948, -122.086334000022 37.926033999777, -122.086451000198 37.92785600011, -122.086773000413 37.932765000139, -122.086488999833 37.933277000291)))",06013325000,06,013,325000,3250,Census Tract 3250,G5020,CT,S,2936106,0,+37.9354727,-122.0743144,+37.9354725,-122.0743439,20790146186291
2719,"MULTIPOLYGON (((-122.313211999733 37.795303000071, -122.307742999689 37.795816000156, -122.300860000185 37.79694899987, -122.290425999888 37.79937900034, -122.28867000012 37.802755000128, -122.286832000336 37.802684999989, -122.283321999552 37.801699999824, -122.279686999992 37.800255999794, -122.282206999841 37.796267000332, -122.284279999802 37.793828000013, -122.289331000269 37.793196000029, -122.294780000221 37.792528000177, -122.314679999621 37.794728000206, -122.313211999733 37.795303000071)))",06001982000,06,001,982000,9820,Census Tract 9820,G5020,CT,S,1269350,269273,+37.7966087,-122.2927276,+37.7960280,-122.2953295,207903717158658
31842,"MULTIPOLYGON (((-122.34036500033 37.551017000168, -122.339854999794 37.55244499999, -122.339617999968 37.552633999655, -122.33633700041 37.555537000263, -122.33373999967 37.557879000288, -122.330700000137 37.560623999832, -122.328995000423 37.560340000033, -122.328650999568 37.55889100014, -122.325474999593 37.555748000343, -122.324790999878 37.554364999835, -122.320930000362 37.55775100004, -122.320721000125 37.55820899997, -122.319643000224 37.557271000176, -122.318278000269 37.556031999841, -122.326190999993 37.550100000317, -122.325975999908 37.549901999791, -122.32796000018 37.548523000295, -122.32871699969 37.548480000118, -122.329464999878 37.547971000063, -122.328771999942 37.548535999697, -122.329175000348 37.548415000184, -122.332348999775 37.550696999937, -122.337751999696 37.546335000153, -122.338418999693 37.546580999959, -122.340254999827 37.550178000034, -122.34036500033 37.551017000168)))",06081606500,06,081,606500,6065,Census Tract 6065,G5020,CT,S,1417275,0,+37.5534361,-122.3308049,+37.5533660,-122.3309033,20790351434112
41804,"MULTIPOLYGON (((-121.933831000062 37.27466699985, -121.932312999946 37.277243000002, -121.931641999751 37.28018100035, -121.930034000121 37.280246999716, -121.927049999766 37.281481999741, -121.923512000291 37.280962000094, -121.923544000078 37.281418999887, -121.922455000307 37.282627000265, -121.922504999638 37.280931999895, -121.923501000421 37.278353000205, -121.923231000084 37.277046000273, -121.921483999638 37.274366000061, -121.920896000183 37.273384000255, -121.920842999581 37.271510999968, -121.920842999581 37.270304000007, -121.92213700029 37.267601999853, -121.922224000328 37.267402000215, -121.922322000238 37.267000999916, -121.922321000413 37.261748999989, -121.925904000094 37.261743000135, -121.928157999804 37.261740999706, -121.928529000423 37.261740000207, -121.931410999772 37.261741999921, -121.931609000139 37.269474000048, -121.93190799989 37.270216999803, -121.932917000193 37.272550999725, -121.933831000062 37.27466699985)))",06085502901,06,085,502901,5029.01,Census Tract 5029.01,G5020,CT,S,1882495,0,+37.2714619,-121.9270331,+37.2713891,-121.9270197,20790154321020
71980,"MULTIPOLYGON (((-122.317536999754 37.919102999927, -122.314184000227 37.918681000255, -122.312239000313 37.916317000184, -122.311577000339 37.915739000284, -122.310241999622 37.913811000189, -122.308489000227 37.911272999661, -122.306070999587 37.907747000351, -122.305391999895 37.906730000235, -122.304271000337 37.904302000187, -122.305842999981 37.903774000339, -122.309885000145 37.901975999728, -122.30916799992 37.900835000145, -122.307306999671 37.902452999945, -122.306696999576 37.901568999913, -122.30721100031 37.90141599996, -122.305771000011 37.89831500016, -122.308946000162 37.897970000215, -122.309315000233 37.897866999809, -122.309877999574 37.899185999906, -122.316285999601 37.908729999852, -122.317382999768 37.910949000213, -122.317536999754 37.919102999927)))",06013383000,06,013,383000,3830,Census Tract 3830,G5020,CT,S,1344740,0,+37.9088638,-122.3116331,+37.9090202,-122.3117119,20790146187311
30701,"MULTIPOLYGON (((-122.15367999978 37.386439999757, -122.152139999922 37.387219999749, -122.150297999941 37.391762999887, -122.149749999769 37.392149999894, -122.143249999681 37.39451999983, -122.141532000446 37.395385999734, -122.134760000371 37.398770000185, -122.12997000002 37.400759999888, -122.124504000349 37.401222000232, -122.12493600017 37.399321000346, -122.128103999749 37.396039999938, -122.129344000031 37.395661000341, -122.12764400034 37.39452300017, -122.127454000369 37.391726000271, -122.126255999919 37.38848600034, -122.124955000436 37.388402999668, -122.124278000394 37.387669999732, -122.123418000053 37.386518999818, -122.124109000339 37.384889999736, -122.125577000227 37.383369999811, -122.125353999746 37.381699000043, -122.123398999786 37.38123399984, -122.123625999567 37.380150999946, -122.120010000274 37.378411000057, -122.119724999869 37.374042000082, -122.118723000136 37.372836999851, -122.119112000299 37.372139999659, -122.119507000309 37.37200500033, -122.119688000059 37.370770000168, -122.117646000061 37.369976999919, -122.118450000325 37.36771499978, -122.11767399965 37.365539999972, -122.116396999558 37.364786000039, -122.115520000397 37.36563999968, -122.113350000352 37.364765000037, -122.112843000189 37.364332000139, -122.111099999942 37.362319999969, -122.109269999655 37.361389999876, -122.107689999615 37.360470000121, -122.102429999808 37.356089999943, -122.104159999637 37.354720000158, -122.107460000359 37.352880000081, -122.109500999634 37.353980000163, -122.115460000122 37.355810000066, -122.116719999598 37.356579999893, -122.11795999988 37.357710000305, -122.120289999758 37.361220000018, -122.121600000361 37.36268000032, -122.12316000031 37.363620000154, -122.125229999897 37.364309999731, -122.130220000265 37.364760000103, -122.137264000327 37.366762000219, -122.139810000115 37.368010000086, -122.142980000243 37.371129999957, -122.150810000127 37.378815999845, -122.15143699994 37.380106999836, -122.152653999758 37.385023000137, -122.15367999978 37.386439999757)))",06085511701,06,085,511701,5117.01,Census Tract 5117.01,G5020,CT,S,9210406,0,+37.3783155,-122.1318949,+37.3782717,-122.1318883,20790154318944
12361,"MULTIPOLYGON (((-121.837354000181 37.279890000183, -121.834943999937 37.281676000163, -121.834138000023 37.283925999705, -121.833004000046 37.283622999928, -121.831588000037 37.283488000136, -121.827858999868 37.282624999677, -121.826879999701 37.282530999851, -121.823476000121 37.282388000012, -121.823389999907 37.279591999766, -121.823353000097 37.278883999859, -121.823568000182 37.2785909997, -121.824374999921 37.278142999857, -121.824658999603 37.278114999957, -121.826986999831 37.278114999957, -121.835240000213 37.277822999664, -121.837354000181 37.279890000183)))",06085503218,06,085,503218,5032.18,Census Tract 5032.18,G5020,CT,S,590505,0,+37.2804536,-121.8300361,+37.2804873,-121.8299569,20790154319454
71504,"MULTIPOLYGON (((-122.186012999818 37.478014999757, -122.177432000271 37.478645999919, -122.172686000301 37.478980000144, -122.170128999744 37.477455999703, -122.168291999785 37.476425000179, -122.167145000287 37.475760999789, -122.161468999656 37.472380000344, -122.157922999785 37.470112000301, -122.157235999697 37.469501999987, -122.159498999628 37.469474999717, -122.161570999763 37.470090999867, -122.167864999988 37.471695999951, -122.169451999701 37.472704999879, -122.170250999942 37.473112000172, -122.174490999574 37.475234000018, -122.175042999943 37.475411000174, -122.177901999726 37.476186000071, -122.186779000447 37.476758000147, -122.186012999818 37.478014999757)), ((-122.156315000155 37.469408999807, -122.155363999578 37.468827000284, -122.155532999632 37.467783999767, -122.156294000239 37.466669999934, -122.156669999982 37.468922999974, -122.156315000155 37.469408999807)))",06081611600,06,081,611600,6116,Census Tract 6116,G5020,CT,S,839264,0,+37.4748923,-122.1709560,+37.4748009,-122.1706968,20790351433569
9779,"MULTIPOLYGON (((-122.076872000219 37.649415000254, -122.070242000434 37.650505000155, -122.070020999603 37.650545999716, -122.05838799993 37.635734999896, -122.061770999594 37.635046000043, -122.063340999589 37.634339999946, -122.072297999778 37.642174000136, -122.079977999874 37.648910999748, -122.076872000219 37.649415000254)))",06001437800,06,001,437800,4378,Census Tract 4378,G5020,CT,S,1275626,0,+37.6431336,-122.0686883,+37.6431437,-122.0686970,20790141324102
24706,"MULTIPOLYGON (((-122.096442999731 37.933024000215, -122.092542999858 37.934589000302, -122.090464000049 37.936065000222, -122.089795000403 37.937578000149, -122.089875999695 37.940861000208, -122.089914000229 37.941275000308, -122.090197000086 37.945000999687, -122.090029999681 37.947726999692, -122.089357999662 37.952321999791, -122.08783700007 37.954159999825, -122.08448100017 37.951492000229, -122.083854000356 37.951184999953, -122.083695000347 37.950841000243, -122.082327000019 37.947680999899, -122.082115000307 37.94347400032, -122.081989999735 37.940850999691, -122.08173600019 37.935469000107, -122.082846999702 37.934036000256, -122.086488999833 37.933277000291, -122.086773000413 37.932765000139, -122.086451000198 37.92785600011, -122.086334000022 37.926033999777, -122.087996999904 37.925259999691, -122.08946899999 37.924943999655, -122.090582999875 37.924673999728, -122.094424000197 37.92370400029, -122.096973000359 37.921547000139, -122.096106000345 37.925106000269, -122.095899999583 37.927536999762, -122.097147000436 37.931924999703, -122.096442999731 37.933024000215)))",06013326000,06,013,326000,3260,Census Tract 3260,G5020,CT,S,2380671,0,+37.9373278,-122.0884315,+37.9374053,-122.0884495,20790146182924
47378,"MULTIPOLYGON (((-121.856512999965 38.006481999673, -121.855551000415 38.009244999715, -121.854892999741 38.009032999877, -121.844972000353 38.006269000187, -121.840315999896 38.004983999708, -121.837815000314 38.005448999865, -121.836252999816 38.004867999782, -121.837305999602 38.003901000039, -121.839258999912 38.002233000132, -121.847482999982 37.995041000204, -121.847896000433 37.995064999734, -121.850586000162 37.997073999651, -121.850894999958 37.9979870001, -121.856031999741 37.998000000003, -121.856326000367 38.00158400027, -121.856630000141 38.005249999701, -121.856512999965 38.006481999673)))",06013307201,06,013,307201,3072.01,Census Tract 3072.01,G5020,CT,S,1569558,0,+38.0024713,-121.8486017,+38.0024864,-121.8485912,20790146182659
16534,"MULTIPOLYGON (((-122.326912000417 37.889647548253, -122.312323999803 37.889487999785, -122.307510999886 37.887207000234, -122.301820999909 37.8876149997, -122.30068000026 37.887724999878, -122.298249000099 37.887758000042, -122.29790900034 37.886678999697, -122.296890999816 37.883498000308, -122.298968999799 37.88301000034, -122.300003000217 37.882895000264, -122.307079999891 37.881879000341, -122.308011000376 37.882068999941, -122.308361000181 37.882183000174, -122.308375000424 37.882240999939, -122.312820832834 37.881277077523, -122.31615300043 37.884915000208, -122.326912000417 37.888712000169, -122.326912000417 37.889647548253)))",06001420400,06,001,420400,4204,Census Tract 4204,G5020,CT,S,1108468,1632801,+37.8858813,-122.3103633,+37.8862111,-122.3141637,20790141324086
17422,"MULTIPOLYGON (((-122.026799999707 37.576922999746, -122.025404999614 37.578446000266, -122.025360000306 37.578492999869, -122.025295000009 37.578427000222, -122.025166999963 37.578298999682, -122.023838999817 37.577032000114, -122.018310000397 37.574432000038, -122.017620999761 37.574157000246, -122.014130000141 37.572077000336, -122.01454199987 37.571711999827, -122.009761999564 37.568755000068, -122.008842999672 37.566781999814, -122.008159999782 37.56553500033, -122.007127999912 37.564635999958, -122.01065600024 37.561844999779, -122.011693000133 37.560589999783, -122.015982999993 37.562705000327, -122.022784000381 37.566054999806, -122.026791000384 37.567988999972, -122.032428999584 37.5707989998, -122.026799999707 37.576922999746)))",06001441302,06,001,441302,4413.02,Census Tract 4413.02,G5020,CT,S,1994664,0,+37.5693746,-122.0195070,+37.5693426,-122.0194346,20790141324050
21546,"MULTIPOLYGON (((-121.785202000036 37.338684000223, -121.781682999929 37.339398000134, -121.780624000295 37.339348000314, -121.779255000142 37.338576000341, -121.778558000008 37.338320000134, -121.774942999641 37.335641000148, -121.773969000396 37.33499899986, -121.77253400012 37.333771999763, -121.771787999583 37.331855000201, -121.770945999684 37.332119000244, -121.768518999721 37.331127999936, -121.768206999551 37.331481999864, -121.766114000398 37.331801999654, -121.765086999653 37.332187999729, -121.766353999699 37.330291000097, -121.766100999979 37.328731999767, -121.766188999843 37.328134000332, -121.76661200034 37.327553999965, -121.770599000252 37.325764999645, -121.782140999689 37.324966999943, -121.782190000093 37.327404000323, -121.782235000298 37.329626999943, -121.782847000044 37.33172999982, -121.785202000036 37.338684000223)))",06085503313,06,085,503313,5033.13,Census Tract 5033.13,G5020,CT,S,1617070,0,+37.3313037,-121.7765605,+37.3313031,-121.7764533,20790154320808
26601,"MULTIPOLYGON (((-121.808440999618 37.323855000087, -121.807758999553 37.324033999736, -121.800474000365 37.325583000309, -121.796956999908 37.324917999891, -121.796439999699 37.32339599999, -121.796028999795 37.321943000302, -121.795316999593 37.320066000113, -121.791523999849 37.313965999812, -121.791769000072 37.314039999987, -121.794575000151 37.313523000325, -121.796140999948 37.313289000132, -121.801909999568 37.312416000318, -121.803878999771 37.312173000069, -121.804856000287 37.311964000064, -121.808069000072 37.311433000232, -121.807718000443 37.313865000342, -121.807998999752 37.317668999937, -121.80821700021 37.322703999889, -121.808440999618 37.323855000087)))",06085503315,06,085,503315,5033.15,Census Tract 5033.15,G5020,CT,S,1643934,0,+37.3184001,-121.8013201,+37.3184116,-121.8013370,20790154320716
37532,"MULTIPOLYGON (((-121.84950099969 37.701354000026, -121.844992000445 37.701320999654, -121.833380999615 37.701209000135, -121.828665999607 37.701176999734, -121.823291000173 37.701145000029, -121.808309000272 37.701002999842, -121.79480600013 37.70087499993, -121.789143999742 37.699767000275, -121.786115999905 37.699708999964, -121.785309999991 37.699773999942, -121.784967999685 37.696492999987, -121.784083999953 37.695519999742, -121.785347999626 37.694528, -121.790472999713 37.692199000067, -121.79081300037 37.689012000005, -121.790820999868 37.688359000079, -121.790921000325 37.682885999804, -121.790583000216 37.680693000183, -121.788813000205 37.679528000264, -121.78811799972 37.6789540002, -121.787480999861 37.678106000188, -121.789152999963 37.67789199975, -121.795270999562 37.677255000075, -121.801414000173 37.676588000292, -121.805380999994 37.676172000197, -121.82372899984 37.674154000189, -121.826736999586 37.673840999652, -121.826830000371 37.676319999677, -121.832513999601 37.680518000252, -121.837653999757 37.685805999849, -121.837879999713 37.686029999756, -121.843162999984 37.691080999834, -121.847076000276 37.691485999804, -121.848189000336 37.692111999943, -121.848379000307 37.692694999761, -121.848276000375 37.693953000016, -121.848238999667 37.693960000232, -121.848257999933 37.694282000202, -121.848262000131 37.694338999656, -121.848262999956 37.694418999838, -121.848356999668 37.699727000237, -121.84950099969 37.701354000026)))",06001451300,06,001,451300,4513,Census Tract 4513,G5020,CT,S,11926524,744296,+37.6896354,-121.8156399,+37.6930930,-121.8176875,20790141323812
70175,"MULTIPOLYGON (((-121.995763000028 37.310952999958, -121.995577000255 37.315832, -121.99557800008 37.320291000003, -121.995696999906 37.320732000034, -121.991361000014 37.318682000082, -121.989652999927 37.318190999839, -121.988057999817 37.317974000113, -121.984620999726 37.317967000273, -121.981032000198 37.317966000092, -121.977584000236 37.317817000069, -121.975025999854 37.317085999661, -121.97594399992 37.31589299991, -121.977128999951 37.313225999763, -121.977322000295 37.31140900022, -121.977400000113 37.309834000074, -121.977666000252 37.308129999647, -121.98227400013 37.308603000084, -121.984947999964 37.308589999678, -121.985901000191 37.308589999678, -121.992489000143 37.308562999983, -121.992814999658 37.308624999666, -121.993413000058 37.309504000252, -121.996057999581 37.309586000018, -121.995763000028 37.310952999958)))",06085506204,06,085,506204,5062.04,Census Tract 5062.04,G5020,CT,S,1807632,0,+37.3136139,-121.9864179,+37.3136059,-121.9864402,20790154319570
