Name,Label,Concept,Required,Attributes,Limit,Predicate Type,Group
DP02_0116E,Number!!Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0116EA,
                DP02_0116M,
                DP02_0116MA",0,int,DP02
DP02_0117E,"Number!!Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than ""very well""",Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0117EA,
                DP02_0117M,
                DP02_0117MA",0,int,DP02
DP02_0118E,Number!!Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0118EA,
                DP02_0118M,
                DP02_0118MA",0,int,DP02
DP02_0119E,"Number!!Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than ""very well""",Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0119EA,
                DP02_0119M,
                DP02_0119MA",0,int,DP02
DP02_0120E,Number!!Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0120EA,
                DP02_0120M,
                DP02_0120MA",0,int,DP02
DP02_0121E,"Number!!Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than ""very well""",Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0121EA,
                DP02_0121M,
                DP02_0121MA",0,int,DP02
DP02_0122E,Number!!Estimate!!ANCESTRY!!Total population,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0122EA,
                DP02_0122M,
                DP02_0122MA",0,int,DP02
DP02_0123E,Number!!Estimate!!ANCESTRY!!Total population!!American,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0123EA,
                DP02_0123M,
                DP02_0123MA",0,int,DP02
DP02_0124E,Number!!Estimate!!ANCESTRY!!Total population!!Arab,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0124EA,
                DP02_0124M,
                DP02_0124MA",0,int,DP02
DP02_0125E,Number!!Estimate!!ANCESTRY!!Total population!!Czech,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0125EA,
                DP02_0125M,
                DP02_0125MA",0,int,DP02
DP02_0126E,Number!!Estimate!!ANCESTRY!!Total population!!Danish,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0126EA,
                DP02_0126M,
                DP02_0126MA",0,int,DP02
DP02_0127E,Number!!Estimate!!ANCESTRY!!Total population!!Dutch,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0127EA,
                DP02_0127M,
                DP02_0127MA",0,int,DP02
DP02_0128E,Number!!Estimate!!ANCESTRY!!Total population!!English,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0128EA,
                DP02_0128M,
                DP02_0128MA",0,int,DP02
DP02_0129E,Number!!Estimate!!ANCESTRY!!Total population!!French (except Basque),Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0129EA,
                DP02_0129M,
                DP02_0129MA",0,int,DP02
DP02_0130E,Number!!Estimate!!ANCESTRY!!Total population!!French Canadian,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0130EA,
                DP02_0130M,
                DP02_0130MA",0,int,DP02
DP02_0131E,Number!!Estimate!!ANCESTRY!!Total population!!German,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0131EA,
                DP02_0131M,
                DP02_0131MA",0,int,DP02
DP02_0132E,Number!!Estimate!!ANCESTRY!!Total population!!Greek,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0132EA,
                DP02_0132M,
                DP02_0132MA",0,int,DP02
DP02_0133E,Number!!Estimate!!ANCESTRY!!Total population!!Hungarian,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0133EA,
                DP02_0133M,
                DP02_0133MA",0,int,DP02
DP02_0134E,Number!!Estimate!!ANCESTRY!!Total population!!Irish,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0134EA,
                DP02_0134M,
                DP02_0134MA",0,int,DP02
DP02_0135E,Number!!Estimate!!ANCESTRY!!Total population!!Italian,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0135EA,
                DP02_0135M,
                DP02_0135MA",0,int,DP02
DP02_0136E,Number!!Estimate!!ANCESTRY!!Total population!!Lithuanian,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0136EA,
                DP02_0136M,
                DP02_0136MA",0,int,DP02
DP02_0137E,Number!!Estimate!!ANCESTRY!!Total population!!Norwegian,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0137EA,
                DP02_0137M,
                DP02_0137MA",0,int,DP02
DP02_0138E,Number!!Estimate!!ANCESTRY!!Total population!!Polish,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0138EA,
                DP02_0138M,
                DP02_0138MA",0,int,DP02
DP02_0139E,Number!!Estimate!!ANCESTRY!!Total population!!Portuguese,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0139EA,
                DP02_0139M,
                DP02_0139MA",0,int,DP02
DP02_0140E,Number!!Estimate!!ANCESTRY!!Total population!!Russian,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0140EA,
                DP02_0140M,
                DP02_0140MA",0,int,DP02
DP02_0141E,Number!!Estimate!!ANCESTRY!!Total population!!Scotch-Irish,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0141EA,
                DP02_0141M,
                DP02_0141MA",0,int,DP02
DP02_0142E,Number!!Estimate!!ANCESTRY!!Total population!!Scottish,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0142EA,
                DP02_0142M,
                DP02_0142MA",0,int,DP02
DP02_0143E,Number!!Estimate!!ANCESTRY!!Total population!!Slovak,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0143EA,
                DP02_0143M,
                DP02_0143MA",0,int,DP02
DP02_0144E,Number!!Estimate!!ANCESTRY!!Total population!!Subsaharan African,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0144EA,
                DP02_0144M,
                DP02_0144MA",0,int,DP02
DP02_0145E,Number!!Estimate!!ANCESTRY!!Total population!!Swedish,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0145EA,
                DP02_0145M,
                DP02_0145MA",0,int,DP02
DP02_0146E,Number!!Estimate!!ANCESTRY!!Total population!!Swiss,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0146EA,
                DP02_0146M,
                DP02_0146MA",0,int,DP02
DP02_0147E,Number!!Estimate!!ANCESTRY!!Total population!!Ukrainian,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0147EA,
                DP02_0147M,
                DP02_0147MA",0,int,DP02
DP02_0148E,Number!!Estimate!!ANCESTRY!!Total population!!Welsh,Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0148EA,
                DP02_0148M,
                DP02_0148MA",0,int,DP02
DP02_0149E,Number!!Estimate!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups),Selected Social Characteristics in the United States: 2005-2009,not required,"DP02_0149EA,
                DP02_0149M,
                DP02_0149MA",0,int,DP02
DP02PR_0001E,Number!!Estimate!!HOUSEHOLDS BY TYPE!!Total households,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0001EA,
                DP02PR_0001M,
                DP02PR_0001MA",0,int,DP02PR
DP02PR_0002E,Number!!Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families),Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0002EA,
                DP02PR_0002M,
                DP02PR_0002MA",0,int,DP02PR
DP02PR_0003E,Number!!Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!With own children under 18 years,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0003EA,
                DP02PR_0003M,
                DP02PR_0003MA",0,int,DP02PR
DP02PR_0004E,Number!!Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple family,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0004EA,
                DP02PR_0004M,
                DP02PR_0004MA",0,int,DP02PR
DP02PR_0005E,Number!!Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple family!!With own children under 18 years,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0005EA,
                DP02PR_0005M,
                DP02PR_0005MA",0,int,DP02PR
DP02PR_0006E,"Number!!Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no wife present, family",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0006EA,
                DP02PR_0006M,
                DP02PR_0006MA",0,int,DP02PR
DP02PR_0007E,"Number!!Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no wife present, family!!With own children under 18 years",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0007EA,
                DP02PR_0007M,
                DP02PR_0007MA",0,int,DP02PR
DP02PR_0008E,"Number!!Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no husband present, family",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0008EA,
                DP02PR_0008M,
                DP02PR_0008MA",0,int,DP02PR
DP02PR_0009E,"Number!!Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no husband present, family!!With own children under 18 years",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0009EA,
                DP02PR_0009M,
                DP02PR_0009MA",0,int,DP02PR
DP02PR_0010E,Number!!Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0010EA,
                DP02PR_0010M,
                DP02PR_0010MA",0,int,DP02PR
DP02PR_0011E,Number!!Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0011EA,
                DP02PR_0011M,
                DP02PR_0011MA",0,int,DP02PR
DP02PR_0012E,Number!!Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone!!65 years and over,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0012EA,
                DP02PR_0012M,
                DP02PR_0012MA",0,int,DP02PR
DP02PR_0013E,Number!!Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0013EA,
                DP02PR_0013M,
                DP02PR_0013MA",0,int,DP02PR
DP02PR_0014E,Number!!Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0014EA,
                DP02PR_0014M,
                DP02PR_0014MA",0,int,DP02PR
DP02PR_0015E,Number!!Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average household size,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0015EA,
                DP02PR_0015M,
                DP02PR_0015MA",0,float,DP02PR
DP02PR_0016E,Number!!Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average family size,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0016EA,
                DP02PR_0016M,
                DP02PR_0016MA",0,float,DP02PR
DP02PR_0017E,Number!!Estimate!!RELATIONSHIP!!Population in households,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0017EA,
                DP02PR_0017M,
                DP02PR_0017MA",0,int,DP02PR
DP02PR_0018E,Number!!Estimate!!RELATIONSHIP!!Population in households!!Householder,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0018EA,
                DP02PR_0018M,
                DP02PR_0018MA",0,int,DP02PR
DP02PR_0019E,Number!!Estimate!!RELATIONSHIP!!Population in households!!Spouse,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0019EA,
                DP02PR_0019M,
                DP02PR_0019MA",0,int,DP02PR
DP02PR_0020E,Number!!Estimate!!RELATIONSHIP!!Population in households!!Child,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0020EA,
                DP02PR_0020M,
                DP02PR_0020MA",0,int,DP02PR
DP02PR_0021E,Number!!Estimate!!RELATIONSHIP!!Population in households!!Other relatives,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0021EA,
                DP02PR_0021M,
                DP02PR_0021MA",0,int,DP02PR
DP02PR_0022E,Number!!Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0022EA,
                DP02PR_0022M,
                DP02PR_0022MA",0,int,DP02PR
DP02PR_0023E,Number!!Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0023EA,
                DP02PR_0023M,
                DP02PR_0023MA",0,int,DP02PR
DP02PR_0024E,Number!!Estimate!!MARITAL STATUS!!Males 15 years and over,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0024EA,
                DP02PR_0024M,
                DP02PR_0024MA",0,int,DP02PR
DP02PR_0025E,Number!!Estimate!!MARITAL STATUS!!Males 15 years and over!!Never married,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0025EA,
                DP02PR_0025M,
                DP02PR_0025MA",0,int,DP02PR
DP02PR_0026E,"Number!!Estimate!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0026EA,
                DP02PR_0026M,
                DP02PR_0026MA",0,int,DP02PR
DP02PR_0027E,Number!!Estimate!!MARITAL STATUS!!Males 15 years and over!!Separated,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0027EA,
                DP02PR_0027M,
                DP02PR_0027MA",0,int,DP02PR
DP02PR_0028E,Number!!Estimate!!MARITAL STATUS!!Males 15 years and over!!Widowed,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0028EA,
                DP02PR_0028M,
                DP02PR_0028MA",0,int,DP02PR
DP02PR_0029E,Number!!Estimate!!MARITAL STATUS!!Males 15 years and over!!Divorced,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0029EA,
                DP02PR_0029M,
                DP02PR_0029MA",0,int,DP02PR
DP02PR_0030E,Number!!Estimate!!MARITAL STATUS!!Females 15 years and over,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0030EA,
                DP02PR_0030M,
                DP02PR_0030MA",0,int,DP02PR
DP02PR_0031E,Number!!Estimate!!MARITAL STATUS!!Females 15 years and over!!Never married,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0031EA,
                DP02PR_0031M,
                DP02PR_0031MA",0,int,DP02PR
DP02PR_0032E,"Number!!Estimate!!MARITAL STATUS!!Females 15 years and over!!Now married, except separated",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0032EA,
                DP02PR_0032M,
                DP02PR_0032MA",0,int,DP02PR
DP02PR_0033E,Number!!Estimate!!MARITAL STATUS!!Females 15 years and over!!Separated,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0033EA,
                DP02PR_0033M,
                DP02PR_0033MA",0,int,DP02PR
DP02PR_0034E,Number!!Estimate!!MARITAL STATUS!!Females 15 years and over!!Widowed,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0034EA,
                DP02PR_0034M,
                DP02PR_0034MA",0,int,DP02PR
DP02PR_0035E,Number!!Estimate!!MARITAL STATUS!!Females 15 years and over!!Divorced,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0035EA,
                DP02PR_0035M,
                DP02PR_0035MA",0,int,DP02PR
DP02PR_0036E,Number!!Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0036EA,
                DP02PR_0036M,
                DP02PR_0036MA",0,int,DP02PR
DP02PR_0037E,"Number!!Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0037EA,
                DP02PR_0037M,
                DP02PR_0037MA",0,int,DP02PR
DP02PR_0038E,"Number!!Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0038EA,
                DP02PR_0038M,
                DP02PR_0038MA",0,int,DP02PR
DP02PR_0039E,"Number!!Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0039EA,
                DP02PR_0039M,
                DP02PR_0039MA",0,int,DP02PR
DP02PR_0040E,"Number!!Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0040EA,
                DP02PR_0040M,
                DP02PR_0040MA",0,int,DP02PR
DP02PR_0041E,"Number!!Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0041EA,
                DP02PR_0041M,
                DP02PR_0041MA",0,int,DP02PR
DP02PR_0042E,"Number!!Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0042EA,
                DP02PR_0042M,
                DP02PR_0042MA",0,int,DP02PR
DP02PR_0043E,Number!!Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0043EA,
                DP02PR_0043M,
                DP02PR_0043MA",0,int,DP02PR
DP02PR_0044E,Number!!Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Responsible for grandchildren,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0044EA,
                DP02PR_0044M,
                DP02PR_0044MA",0,int,DP02PR
DP02PR_0045E,Number!!Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0045EA,
                DP02PR_0045M,
                DP02PR_0045MA",0,int,DP02PR
DP02PR_0046E,Number!!Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0046EA,
                DP02PR_0046M,
                DP02PR_0046MA",0,int,DP02PR
DP02PR_0047E,Number!!Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0047EA,
                DP02PR_0047M,
                DP02PR_0047MA",0,int,DP02PR
DP02PR_0048E,Number!!Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0048EA,
                DP02PR_0048M,
                DP02PR_0048MA",0,int,DP02PR
DP02PR_0049E,Number!!Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0049EA,
                DP02PR_0049M,
                DP02PR_0049MA",0,int,DP02PR
DP02PR_0050E,Number!!Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0050EA,
                DP02PR_0050M,
                DP02PR_0050MA",0,int,DP02PR
DP02PR_0051E,Number!!Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0051EA,
                DP02PR_0051M,
                DP02PR_0051MA",0,int,DP02PR
DP02PR_0052E,Number!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0052EA,
                DP02PR_0052M,
                DP02PR_0052MA",0,int,DP02PR
DP02PR_0053E,"Number!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0053EA,
                DP02PR_0053M,
                DP02PR_0053MA",0,int,DP02PR
DP02PR_0054E,Number!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0054EA,
                DP02PR_0054M,
                DP02PR_0054MA",0,int,DP02PR
DP02PR_0055E,Number!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0055EA,
                DP02PR_0055M,
                DP02PR_0055MA",0,int,DP02PR
DP02PR_0056E,Number!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0056EA,
                DP02PR_0056M,
                DP02PR_0056MA",0,int,DP02PR
DP02PR_0057E,Number!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0057EA,
                DP02PR_0057M,
                DP02PR_0057MA",0,int,DP02PR
DP02PR_0058E,Number!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0058EA,
                DP02PR_0058M,
                DP02PR_0058MA",0,int,DP02PR
DP02PR_0059E,Number!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0059EA,
                DP02PR_0059M,
                DP02PR_0059MA",0,int,DP02PR
DP02PR_0060E,"Number!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0060EA,
                DP02PR_0060M,
                DP02PR_0060MA",0,int,DP02PR
DP02PR_0061E,Number!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0061EA,
                DP02PR_0061M,
                DP02PR_0061MA",0,int,DP02PR
DP02PR_0062E,"Number!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0062EA,
                DP02PR_0062M,
                DP02PR_0062MA",0,int,DP02PR
DP02PR_0063E,Number!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0063EA,
                DP02PR_0063M,
                DP02PR_0063MA",0,int,DP02PR
DP02PR_0064E,Number!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0064EA,
                DP02PR_0064M,
                DP02PR_0064MA",0,int,DP02PR
DP02PR_0065E,Number!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0065EA,
                DP02PR_0065M,
                DP02PR_0065MA",0,int,DP02PR
DP02PR_0066E,Number!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Percent high school graduate or higher,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0066EA,
                DP02PR_0066M,
                DP02PR_0066MA",0,float,DP02PR
DP02PR_0067E,Number!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Percent bachelor's degree or higher,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0067EA,
                DP02PR_0067M,
                DP02PR_0067MA",0,float,DP02PR
DP02PR_0068E,Number!!Estimate!!VETERAN STATUS!!Civilian population 18 years and over,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0068EA,
                DP02PR_0068M,
                DP02PR_0068MA",0,int,DP02PR
DP02PR_0069E,Number!!Estimate!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0069EA,
                DP02PR_0069M,
                DP02PR_0069MA",0,int,DP02PR
DP02PR_0070E,Number!!Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0070EA,
                DP02PR_0070M,
                DP02PR_0070MA",0,string,DP02PR
DP02PR_0071E,Number!!Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0071EA,
                DP02PR_0071M,
                DP02PR_0071MA",0,string,DP02PR
DP02PR_0072E,Number!!Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0072EA,
                DP02PR_0072M,
                DP02PR_0072MA",0,string,DP02PR
DP02PR_0073E,Number!!Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0073EA,
                DP02PR_0073M,
                DP02PR_0073MA",0,string,DP02PR
DP02PR_0074E,Number!!Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0074EA,
                DP02PR_0074M,
                DP02PR_0074MA",0,string,DP02PR
DP02PR_0075E,Number!!Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0075EA,
                DP02PR_0075M,
                DP02PR_0075MA",0,string,DP02PR
DP02PR_0076E,Number!!Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0076EA,
                DP02PR_0076M,
                DP02PR_0076MA",0,string,DP02PR
DP02PR_0077E,Number!!Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0077EA,
                DP02PR_0077M,
                DP02PR_0077MA",0,string,DP02PR
