Name,Label,Concept
DP03_0038,"Selected Economic Characteristics!!INDUSTRY!!Transportation and warehousing, and utilities",Selected Economic Characteristics
DP03_0039,Selected Economic Characteristics!!INDUSTRY!! Information,Selected Economic Characteristics
DP03_0040,"Selected Economic Characteristics!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing",Selected Economic Characteristics
DP03_0041,"Selected Economic Characteristics!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services",Selected Economic Characteristics
DP03_0042,"Selected Economic Characteristics!!INDUSTRY!!Educational services, and health care, and social assistance",Selected Economic Characteristics
DP03_0043,"Selected Economic Characteristics!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation, and food services",Selected Economic Characteristics
DP03_0044,"Selected Economic Characteristics!!INDUSTRY!!Other services, except public administration",Selected Economic Characteristics
DP03_0045,Selected Economic Characteristics!!INDUSTRY!!Public administration,Selected Economic Characteristics
DP03_0046,Selected Economic Characteristics!!CLASS OF WORKER!!Private wage and salary workers,Selected Economic Characteristics
DP03_0047,Selected Economic Characteristics!!CLASS OF WORKER!!Government workers,Selected Economic Characteristics
DP03_0048,Selected Economic Characteristics!!CLASS OF WORKER!!Self-employed workers in own not incorporated business,Selected Economic Characteristics
DP03_0049,Selected Economic Characteristics!!CLASS OF WORKER!!Unpaid family workers,Selected Economic Characteristics
DP03_0050,Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!Total households,Selected Economic Characteristics
DP03_0051,"Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!Less than $10,000",Selected Economic Characteristics
DP03_0052,"Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!$10,000 to $14,999",Selected Economic Characteristics
DP03_0053,"Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!$15,000 to $24,999",Selected Economic Characteristics
DP03_0054,"Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!$25,000 to $34,999",Selected Economic Characteristics
DP03_0055,"Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!$35,000 to $49,999",Selected Economic Characteristics
DP03_0056,"Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!$50,000 to $74,999",Selected Economic Characteristics
DP03_0057,"Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!$75,000 to $99,999",Selected Economic Characteristics
DP03_0058,"Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!$100,000 to $149,999",Selected Economic Characteristics
DP03_0059,"Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!$150,000 to $199,999",Selected Economic Characteristics
DP03_0060,"Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!$200,000 or more",Selected Economic Characteristics
DP03_0061,Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!Median household income (dollars),Selected Economic Characteristics
DP03_0062,Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!Mean household income (dollars),Selected Economic Characteristics
DP03_0063,Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!With earnings,Selected Economic Characteristics
DP03_0064,Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!Mean earnings (dollars),Selected Economic Characteristics
DP03_0065,Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!With Social Security,Selected Economic Characteristics
DP03_0066,Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!Mean Social Security income (dollars),Selected Economic Characteristics
DP03_0067,Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!With retirement income,Selected Economic Characteristics
DP03_0068,Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!Mean retirement income (dollars),Selected Economic Characteristics
DP03_0069,Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!With Supplemental Security Income,Selected Economic Characteristics
DP03_0070,Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!Mean Supplemental Security Income (dollars),Selected Economic Characteristics
DP03_0071,Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!With cash public assistance income,Selected Economic Characteristics
DP03_0072,Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!Mean cash public assistance income (dollars),Selected Economic Characteristics
DP03_0073,Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!With Food Stamp benefits in the past 12 months,Selected Economic Characteristics
DP03_0074,Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!Families,Selected Economic Characteristics
DP03_0075,"Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!Less than $10,000",Selected Economic Characteristics
DP03_0076,"Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!$10,000 to $14,999",Selected Economic Characteristics
DP03_0077,"Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!$15,000 to $24,999",Selected Economic Characteristics
DP03_0078,"Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!$25,000 to $34,999",Selected Economic Characteristics
DP03_0079,"Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!$35,000 to $49,999",Selected Economic Characteristics
DP03_0080,"Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!$50,000 to $74,999",Selected Economic Characteristics
DP03_0081,"Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!$75,000 to $99,999",Selected Economic Characteristics
DP03_0082,"Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!$100,000 to $149,999",Selected Economic Characteristics
DP03_0083,"Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!$150,000 to $199,999",Selected Economic Characteristics
DP03_0084,"Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!$200,000 or more",Selected Economic Characteristics
DP03_0085,Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!Median family income (dollars),Selected Economic Characteristics
DP03_0086,Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!Mean family income (dollars),Selected Economic Characteristics
DP03_0087,Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!Per capita income (dollars),Selected Economic Characteristics
DP03_0088,Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!Nonfamily households,Selected Economic Characteristics
DP03_0089,Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!Median nonfamily income (dollars),Selected Economic Characteristics
DP03_0090,Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!Mean nonfamily income (dollars),Selected Economic Characteristics
DP03_0091,Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars),Selected Economic Characteristics
DP03_0092,"Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!Median earnings for male full-time, year-round workers (dollars)",Selected Economic Characteristics
DP03_0093,"Selected Economic Characteristics!!INCOME AND BENEFITS (IN 2005 INFLATION-ADJUSTED DOLLARS)!!Median earnings for female full-time, year-round workers (dollars)",Selected Economic Characteristics
DP03_0094,Selected Economic Characteristics!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All families,Selected Economic Characteristics
DP03_0095,Selected Economic Characteristics!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!   With related children under 18 years,Selected Economic Characteristics
DP03_0096,Selected Economic Characteristics!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!      With related children under 5 years only,Selected Economic Characteristics
DP03_0097,Selected Economic Characteristics!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Married couple families,Selected Economic Characteristics
DP03_0098,Selected Economic Characteristics!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!   With related children under 18 years,Selected Economic Characteristics
DP03_0099,Selected Economic Characteristics!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!      With related children under 5 years only,Selected Economic Characteristics
DP03_0100,"Selected Economic Characteristics!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Families with female householder, no husband present",Selected Economic Characteristics
DP03_0101,Selected Economic Characteristics!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!   With related children under 18 years,Selected Economic Characteristics
DP03_0102,Selected Economic Characteristics!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!      With related children under 5 years only,Selected Economic Characteristics
DP03_0103,Selected Economic Characteristics!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people,Selected Economic Characteristics
DP03_0104,Selected Economic Characteristics!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Under 18 years,Selected Economic Characteristics
DP03_0105,Selected Economic Characteristics!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!     Related children under 18 years,Selected Economic Characteristics
DP03_0106,Selected Economic Characteristics!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!        Related children under 5 years,Selected Economic Characteristics
DP03_0107,Selected Economic Characteristics!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!        Related children 5 to 17 years,Selected Economic Characteristics
DP03_0108,Selected Economic Characteristics!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!18 years and over,Selected Economic Characteristics
DP03_0109,Selected Economic Characteristics!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!18 to 64 years,Selected Economic Characteristics
DP03_0110,Selected Economic Characteristics!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!65 years and over,Selected Economic Characteristics
DP03_0111,Selected Economic Characteristics!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!People in families,Selected Economic Characteristics
DP03_0112,Selected Economic Characteristics!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Unrelated individuals 15 years and over,Selected Economic Characteristics
DP04_0001,Selected Housing Characteristics!!HOUSING OCCUPANCY!!Total housing units,Selected Housing Characteristics
DP04_0002,Selected Housing Characteristics!!HOUSING OCCUPANCY!!Occupied housing units,Selected Housing Characteristics
DP04_0003,Selected Housing Characteristics!!HOUSING OCCUPANCY!!Vacant housing units,Selected Housing Characteristics
DP04_0004,Selected Housing Characteristics!!HOUSING OCCUPANCY!!Homeowner vacancy rate,Selected Housing Characteristics
DP04_0005,Selected Housing Characteristics!!HOUSING OCCUPANCY!!Rental vacancy rate,Selected Housing Characteristics
DP04_0006,"Selected Housing Characteristics!!UNITS IN STRUCTURE!!1-unit, detached",Selected Housing Characteristics
DP04_0007,"Selected Housing Characteristics!!UNITS IN STRUCTURE!!1-unit, attached",Selected Housing Characteristics
DP04_0008,Selected Housing Characteristics!!UNITS IN STRUCTURE!!2 units,Selected Housing Characteristics
DP04_0009,Selected Housing Characteristics!!UNITS IN STRUCTURE!!3 or 4 units,Selected Housing Characteristics
DP04_0010,Selected Housing Characteristics!!UNITS IN STRUCTURE!!5 to 9 units,Selected Housing Characteristics
DP04_0011,Selected Housing Characteristics!!UNITS IN STRUCTURE!!10 to 19 units,Selected Housing Characteristics
DP04_0012,Selected Housing Characteristics!!UNITS IN STRUCTURE!!20 or more units,Selected Housing Characteristics
DP04_0013,Selected Housing Characteristics!!UNITS IN STRUCTURE!!Mobile home,Selected Housing Characteristics
DP04_0014,"Selected Housing Characteristics!!UNITS IN STRUCTURE!!Boat, RV, van, etc.",Selected Housing Characteristics
DP04_0015,Selected Housing Characteristics!!YEAR STRUCTURE BUILT!!Built 1990 or later,Selected Housing Characteristics
DP04_0016,Selected Housing Characteristics!!YEAR STRUCTURE BUILT!!Built 1980 to 1989,Selected Housing Characteristics
DP04_0017,Selected Housing Characteristics!!YEAR STRUCTURE BUILT!!Built 1970 to 1979,Selected Housing Characteristics
DP04_0018,Selected Housing Characteristics!!YEAR STRUCTURE BUILT!!Built 1960 to 1969,Selected Housing Characteristics
DP04_0019,Selected Housing Characteristics!!YEAR STRUCTURE BUILT!!Built 1950 to 1959,Selected Housing Characteristics
DP04_0020,Selected Housing Characteristics!!YEAR STRUCTURE BUILT!!Built 1940 to 1949,Selected Housing Characteristics
DP04_0021,Selected Housing Characteristics!!YEAR STRUCTURE BUILT!!Built 1939 or earlier,Selected Housing Characteristics
DP04_0022,Selected Housing Characteristics!!ROOMS!!1 room,Selected Housing Characteristics
DP04_0023,Selected Housing Characteristics!!ROOMS!!2 rooms,Selected Housing Characteristics
DP04_0024,Selected Housing Characteristics!!ROOMS!!3 rooms,Selected Housing Characteristics
DP04_0025,Selected Housing Characteristics!!ROOMS!!4 rooms,Selected Housing Characteristics
DP04_0026,Selected Housing Characteristics!!ROOMS!!5 rooms,Selected Housing Characteristics
DP04_0027,Selected Housing Characteristics!!ROOMS!!6 rooms,Selected Housing Characteristics
DP04_0028,Selected Housing Characteristics!!ROOMS!!7 rooms,Selected Housing Characteristics
DP04_0029,Selected Housing Characteristics!!ROOMS!!8 rooms,Selected Housing Characteristics
DP04_0030,Selected Housing Characteristics!!ROOMS!!9 rooms or more,Selected Housing Characteristics
DP04_0031,Selected Housing Characteristics!!ROOMS!!Median (rooms),Selected Housing Characteristics
DP04_0032,Selected Housing Characteristics!!BEDROOMS!!No bedroom,Selected Housing Characteristics
DP04_0033,Selected Housing Characteristics!!BEDROOMS!!1 bedroom,Selected Housing Characteristics
DP04_0034,Selected Housing Characteristics!!BEDROOMS!!2 bedrooms,Selected Housing Characteristics
DP04_0035,Selected Housing Characteristics!!BEDROOMS!!3 bedrooms,Selected Housing Characteristics
DP04_0036,Selected Housing Characteristics!!BEDROOMS!!4 bedrooms,Selected Housing Characteristics
DP04_0037,Selected Housing Characteristics!!BEDROOMS!!5 or more bedrooms,Selected Housing Characteristics
DP04_0038,Selected Housing Characteristics!!BEDROOMS!!Occupied housing units,Selected Housing Characteristics
DP04_0039,Selected Housing Characteristics!!HOUSING TENURE!!Owner-occupied,Selected Housing Characteristics
DP04_0040,Selected Housing Characteristics!!HOUSING TENURE!!Renter-occupied,Selected Housing Characteristics
DP04_0041,Selected Housing Characteristics!!HOUSING TENURE!!Average household size of owner-occupied unit,Selected Housing Characteristics
DP04_0042,Selected Housing Characteristics!!HOUSING TENURE!!Average household size of renter-occupied unit,Selected Housing Characteristics
DP04_0043,Selected Housing Characteristics!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 2000 or later,Selected Housing Characteristics
DP04_0044,Selected Housing Characteristics!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1995 to 1999,Selected Housing Characteristics
DP04_0045,Selected Housing Characteristics!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1990 to 1994,Selected Housing Characteristics
DP04_0046,Selected Housing Characteristics!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1980 to 1989,Selected Housing Characteristics
DP04_0047,Selected Housing Characteristics!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1970 to 1979,Selected Housing Characteristics
DP04_0048,Selected Housing Characteristics!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1969 or earlier,Selected Housing Characteristics
DP04_0049,Selected Housing Characteristics!!VEHICLES AVAILABLE!!No vehicles available,Selected Housing Characteristics
DP04_0050,Selected Housing Characteristics!!VEHICLES AVAILABLE!!1 vehicle available,Selected Housing Characteristics
DP04_0051,Selected Housing Characteristics!!VEHICLES AVAILABLE!!2 vehicles available,Selected Housing Characteristics
DP04_0052,Selected Housing Characteristics!!VEHICLES AVAILABLE!!3 or more vehicles available,Selected Housing Characteristics
DP04_0053,Selected Housing Characteristics!!HOUSE HEATING FUEL!!Utility gas,Selected Housing Characteristics
DP04_0054,"Selected Housing Characteristics!!HOUSE HEATING FUEL!!Bottled, tank, or LP gas",Selected Housing Characteristics
DP04_0055,Selected Housing Characteristics!!HOUSE HEATING FUEL!!Electricity,Selected Housing Characteristics
DP04_0056,"Selected Housing Characteristics!!HOUSE HEATING FUEL!!Fuel oil, kerosene, etc.",Selected Housing Characteristics
DP04_0057,Selected Housing Characteristics!!HOUSE HEATING FUEL!!Coal or coke,Selected Housing Characteristics
DP04_0058,Selected Housing Characteristics!!HOUSE HEATING FUEL!!Wood,Selected Housing Characteristics
DP04_0059,Selected Housing Characteristics!!HOUSE HEATING FUEL!!Solar energy,Selected Housing Characteristics
DP04_0060,Selected Housing Characteristics!!HOUSE HEATING FUEL!!Other fuel,Selected Housing Characteristics
DP04_0061,Selected Housing Characteristics!!HOUSE HEATING FUEL!!No fuel used,Selected Housing Characteristics
DP04_0062,Selected Housing Characteristics!!SELECTED CHARACTERISTICS!!Lacking complete plumbing facilities,Selected Housing Characteristics
DP04_0063,Selected Housing Characteristics!!SELECTED CHARACTERISTICS!!Lacking complete kitchen facilities,Selected Housing Characteristics
DP04_0064,Selected Housing Characteristics!!SELECTED CHARACTERISTICS!!No telephone service available,Selected Housing Characteristics
DP04_0065,Selected Housing Characteristics!!OCCUPANTS PER ROOM!!1.00 or less,Selected Housing Characteristics
DP04_0066,Selected Housing Characteristics!!OCCUPANTS PER ROOM!!1.01 to 1.50,Selected Housing Characteristics
DP04_0067,Selected Housing Characteristics!!OCCUPANTS PER ROOM!!1.51 or more,Selected Housing Characteristics
DP04_0068,Selected Housing Characteristics!!OCCUPANTS PER ROOM!!Owner-occupied units,Selected Housing Characteristics
DP04_0069,"Selected Housing Characteristics!!VALUE!!Less than $50,000",Selected Housing Characteristics
DP04_0070,"Selected Housing Characteristics!!VALUE!!$50,000 to $99,999",Selected Housing Characteristics
DP04_0071,"Selected Housing Characteristics!!VALUE!!$100,000 to $149,999",Selected Housing Characteristics
DP04_0072,"Selected Housing Characteristics!!VALUE!!$150,000 to $199,999",Selected Housing Characteristics
DP04_0073,"Selected Housing Characteristics!!VALUE!!$200,000 to $299,999",Selected Housing Characteristics
DP04_0074,"Selected Housing Characteristics!!VALUE!!$300,000 to $499,999",Selected Housing Characteristics
DP04_0075,"Selected Housing Characteristics!!VALUE!!$500,000 to $999,999",Selected Housing Characteristics
DP04_0076,"Selected Housing Characteristics!!VALUE!!$1,000,000 or more",Selected Housing Characteristics
DP04_0077,Selected Housing Characteristics!!VALUE!!Median (dollars),Selected Housing Characteristics
DP04_0078,Selected Housing Characteristics!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Housing units with a mortgage,Selected Housing Characteristics
DP04_0079,Selected Housing Characteristics!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Less than $300,Selected Housing Characteristics
DP04_0080,Selected Housing Characteristics!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!$300 to $499,Selected Housing Characteristics
DP04_0081,Selected Housing Characteristics!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!$500 to $699,Selected Housing Characteristics
DP04_0082,Selected Housing Characteristics!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!$700 to $999,Selected Housing Characteristics
DP04_0083,"Selected Housing Characteristics!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!$1,000 to $1,499",Selected Housing Characteristics
DP04_0084,"Selected Housing Characteristics!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!$1,500 to $1,999",Selected Housing Characteristics
DP04_0085,"Selected Housing Characteristics!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!$2,000 or more",Selected Housing Characteristics
DP04_0086,Selected Housing Characteristics!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Median (dollars),Selected Housing Characteristics
DP04_0087,Selected Housing Characteristics!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Housing units without a mortgage,Selected Housing Characteristics
DP04_0088,Selected Housing Characteristics!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Less than $100,Selected Housing Characteristics
DP04_0089,Selected Housing Characteristics!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!$100 to $199,Selected Housing Characteristics
DP04_0090,Selected Housing Characteristics!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!$200 to $299,Selected Housing Characteristics
DP04_0091,Selected Housing Characteristics!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!$300 to $399,Selected Housing Characteristics
DP04_0092,Selected Housing Characteristics!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!$400 or more,Selected Housing Characteristics
DP04_0093,Selected Housing Characteristics!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Median (dollars),Selected Housing Characteristics
DP04_0094,Selected Housing Characteristics!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME!!Housing unit with a mortgage,Selected Housing Characteristics
DP04_0095,Selected Housing Characteristics!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME!!Less than 20.0 percent,Selected Housing Characteristics
DP04_0096,Selected Housing Characteristics!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME!!20.0 to 24.9 percent,Selected Housing Characteristics
DP04_0097,Selected Housing Characteristics!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME!!25.0 to 29.9 percent,Selected Housing Characteristics
DP04_0098,Selected Housing Characteristics!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME!!30.0 to 34.9 percent,Selected Housing Characteristics
DP04_0099,Selected Housing Characteristics!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME!!35.0 percent or more,Selected Housing Characteristics
DP04_0100,Selected Housing Characteristics!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME!!Not computed,Selected Housing Characteristics
DP04_0101,Selected Housing Characteristics!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME!!Housing unit without a mortgage,Selected Housing Characteristics
DP04_0102,Selected Housing Characteristics!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME!!Less than 10.0 percent,Selected Housing Characteristics
DP04_0103,Selected Housing Characteristics!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME!!10.0 to 14.9 percent,Selected Housing Characteristics
DP04_0104,Selected Housing Characteristics!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME!!15.0 to 19.9 percent,Selected Housing Characteristics
DP04_0105,Selected Housing Characteristics!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME!!20.0 to 24.9 percent,Selected Housing Characteristics
DP04_0106,Selected Housing Characteristics!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME!!25.0 to 29.9 percent,Selected Housing Characteristics
DP04_0107,Selected Housing Characteristics!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME!!30.0 to 34.9 percent,Selected Housing Characteristics
DP04_0108,Selected Housing Characteristics!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME!!35.0 percent or more,Selected Housing Characteristics
DP04_0109,Selected Housing Characteristics!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME!!Not computed,Selected Housing Characteristics
DP04_0110,Selected Housing Characteristics!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME!!Renter-occupied units,Selected Housing Characteristics
DP04_0111,Selected Housing Characteristics!!GROSS RENT!!Less than $200,Selected Housing Characteristics
DP04_0112,Selected Housing Characteristics!!GROSS RENT!!$200 to $299,Selected Housing Characteristics
DP04_0113,Selected Housing Characteristics!!GROSS RENT!!$300 to $499,Selected Housing Characteristics
DP04_0114,Selected Housing Characteristics!!GROSS RENT!!$500 to $749,Selected Housing Characteristics
DP04_0115,Selected Housing Characteristics!!GROSS RENT!!$750 to $999,Selected Housing Characteristics
DP04_0116,"Selected Housing Characteristics!!GROSS RENT!!$1,000 to $1,499",Selected Housing Characteristics
DP04_0117,"Selected Housing Characteristics!!GROSS RENT!!$1,500 or more",Selected Housing Characteristics
DP04_0118,Selected Housing Characteristics!!GROSS RENT!!No cash rent,Selected Housing Characteristics
DP04_0119,Selected Housing Characteristics!!GROSS RENT!!Median (dollars),Selected Housing Characteristics
DP04_0120,Selected Housing Characteristics!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME!!Less than 15.0 percent,Selected Housing Characteristics
DP04_0121,Selected Housing Characteristics!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME!!15.0 to 19.9 percent,Selected Housing Characteristics
